order_id,unit_price,quantity,discount,whole_cost,discount_cost,customer_id,order_day,order_month,order_year,required_date,shipped_day,shipped_month,shipped_year,ship_via,freight,ship_name,ship_country,ship_address,employee_id,name,last_name,first_name,birth_day,birth_month,birth_year,hire_day,hire_month,hire_year,address,city,region,postal_code,country,employee_phone,emp_address,product_name,supplier_id,category_name,quantity_per_unit,units_in_stock,units_on_order,reorder_level,discontinued,product_in_stock_cost,product_order_cost
10406,14.70,2,0.10,29.4,26.46,METHCAPITALS,1,7,1997,METHDATE,1,13,1997,Speedy_Express,$108.04,Queen Cozinha,Brazil,"Alameda dos Canàrios, 891 São Paulo 05487-020 Brazil",7,King Robert,King,Robert,5,29,1960,1,2,1994,Winchester Way,London,,RG1 9SP,UK,(71) 555-5598,Winchester Way London  RG1 9SP UK,Boston Crab Meat,19,seafood,24 - 4 oz tins,123,0,30,no,1808.1,0
10407,17.20,15,0.00,258,258,METHCAPITALS,1,7,1997,METHDATE,1,30,1997,United_Package,$91.48,Ottilies Käseladen,Germany,Mehrheimerstr. 369 Köln 50739 Germany,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
10408,39.40,35,0.00,1379,1379,METHCAPITALS,1,8,1997,METHDATE,1,14,1997,Speedy_Express,$11.26,Folies gourmandes,France,"184, chaussée de Tournai Lille 59000 France",8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Tarte au sucre,29,confections,48 pies,17,0,0,no,669.8,0
10409,8.00,12,0.00,96,96,METHCAPITALS,1,9,1997,METHDATE,1,14,1997,Speedy_Express,$29.83,Océano Atlántico Ltda.,Argentina,Piso 20-A Buenos Aires 1010 Argentina,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Sir Rodney's Scones,8,confections,24 pkgs. x 4 pieces,3,40,5,no,24,320
10410,44.00,16,0.00,704,704,METHCAPITALS,1,10,1997,METHDATE,1,15,1997,Federal_Shipping,$2.40,Bottom-Dollar Markets,Canada,23 Tsawassen Blvd. Tsawassen T2F 8M4 Canada,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Raclette Courdavault,28,dairy_products,5 kg pkg.,79,0,0,no,3476,0
10411,44.00,9,0.20,396,316.8,METHCAPITALS,1,10,1997,METHDATE,1,21,1997,Federal_Shipping,$23.65,Bottom-Dollar Markets,Canada,23 Tsawassen Blvd. Tsawassen T2F 8M4 Canada,9,Dodsworth Anne,Dodsworth,Anne,7,2,1969,11,15,1994,7 Houndstooth Rd.,London,,WG2 7LT,UK,(71) 555-4444,7 Houndstooth Rd. London  WG2 7LT UK,Raclette Courdavault,28,dairy_products,5 kg pkg.,79,0,0,no,3476,0
10412,18.60,20,0.10,372,334.8,METHCAPITALS,1,13,1997,METHDATE,1,15,1997,United_Package,$3.77,Wartian Herkku,Finland,Torikatu 38 Oulu 90110 Finland,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Tofu,6,produce,40 - 100 g pkgs.,35,0,0,no,651,0
10413,14.40,14,0.00,201.6,201.6,METHCAPITALS,1,14,1997,METHDATE,1,16,1997,United_Package,$95.66,La maison d'Asie,France,1 rue Alsace-Lorraine Toulouse 31000 France,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Lakkalikööri,23,beverages,500 ml,57,0,20,no,820.8,0
10414,2.00,50,0.00,100,100,METHCAPITALS,1,14,1997,METHDATE,1,17,1997,Federal_Shipping,$21.48,Familia Arquibaldo,Brazil,"Rua Orós, 92 São Paulo 05442-030 Brazil",2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Geitost,15,dairy_products,500 g,112,0,20,no,224,0
10415,2.00,20,0.00,40,40,METHCAPITALS,1,15,1997,METHDATE,1,24,1997,Speedy_Express,$0.20,Hungry Coyote Import Store,USA,516 Main St. Elgin 97827 USA,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Geitost,15,dairy_products,500 g,112,0,20,no,224,0
10416,15.60,20,0.00,312,312,METHCAPITALS,1,16,1997,METHDATE,1,27,1997,Federal_Shipping,$22.72,Wartian Herkku,Finland,Torikatu 38 Oulu 90110 Finland,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Ravioli Angelo,26,grains_cereals,24 - 250 g pkgs.,36,0,20,no,561.6,0
10417,10.40,35,0.00,364,364,METHCAPITALS,1,16,1997,METHDATE,1,28,1997,Federal_Shipping,$70.29,Simons bistro,Denmark,Vinbæltet 34 København 1734 Denmark,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Original Frankfurter grüne Soße,12,condiments,12 boxes,32,0,15,no,332.8,0
10418,8.00,15,0.00,120,120,METHCAPITALS,1,17,1997,METHDATE,1,24,1997,Speedy_Express,$17.55,QUICK-Stop,Germany,Taucherstraße 10 Cunewalde 01307 Germany,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Longlife Tofu,4,produce,5 kg pkg.,4,20,5,no,32,160
10419,28.80,20,0.05,576,547.2,METHCAPITALS,1,20,1997,METHDATE,1,30,1997,United_Package,$137.35,Richter Supermarkt,Switzerland,Starenweg 5 Genève 1204 Switzerland,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Gudbrandsdalsost,15,dairy_products,10 kg pkg.,26,0,15,no,748.8,0
10420,12.00,20,0.10,240,216,METHCAPITALS,1,21,1997,METHDATE,1,27,1997,Speedy_Express,$44.12,Wellington Importadora,Brazil,"Rua do Mercado, 12 Resende 08737-363 Brazil",3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Röd Kaviar,17,seafood,24 - 150 g jars,101,0,5,no,1212,0
10421,10.40,10,0.15,104,88.4,METHCAPITALS,1,21,1997,METHDATE,1,27,1997,Speedy_Express,$99.23,Que Delícia,Brazil,"Rua da Panificadora, 12 Rio de Janeiro 02389-673 Brazil",8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Original Frankfurter grüne Soße,12,condiments,12 boxes,32,0,15,no,332.8,0
10422,24.90,2,0.00,49.8,49.8,METHCAPITALS,1,22,1997,METHDATE,1,31,1997,Speedy_Express,$3.02,Franchi S.p.A.,Italy,Via Monte Bianco 34 Torino 10100 Italy,2,Fuller Andrew,Fuller,Andrew,2,19,1952,8,14,1992,908 W. Capital Way,Tacoma,WA,98401,USA,(206) 555-9482,908 W. Capital Way Tacoma WA 98401 USA,Gumbär Gummibärchen,11,confections,100 - 250 g bags,15,0,0,no,373.5,0
10423,44.00,20,0.00,880,880,METHCAPITALS,1,23,1997,METHDATE,2,24,1997,Federal_Shipping,$24.50,Gourmet Lanchonetes,Brazil,"Av. Brasil, 442 Campinas 04876-786 Brazil",6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Raclette Courdavault,28,dairy_products,5 kg pkg.,79,0,0,no,3476,0
10424,10.00,30,0.20,300,240,METHCAPITALS,1,23,1997,METHDATE,1,27,1997,United_Package,$370.61,Mère Paillarde,Canada,43 rue St. Laurent Montréal H1J 1C3 Canada,7,King Robert,King,Robert,5,29,1960,1,2,1994,Winchester Way,London,,RG1 9SP,UK,(71) 555-5598,Winchester Way London  RG1 9SP UK,Scottish Longbreads,8,confections,10 boxes x 8 pieces,6,10,15,no,60,100
10425,14.40,20,0.25,288,216,METHCAPITALS,1,24,1997,METHDATE,2,14,1997,United_Package,$7.93,La maison d'Asie,France,1 rue Alsace-Lorraine Toulouse 31000 France,6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Lakkalikööri,23,beverages,500 ml,57,0,20,no,820.8,0
10426,26.60,7,0.00,186.2,186.2,METHCAPITALS,1,27,1997,METHDATE,2,6,1997,Speedy_Express,$18.69,Galería del gastronómo,Spain,"Rambla de Cataluña, 23 Barcelona 8022 Spain",4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Wimmers gute Semmelknödel,12,grains_cereals,20 bags x 4 pieces,22,80,30,no,585.2,2128
10427,18.60,35,0.00,651,651,METHCAPITALS,1,27,1997,METHDATE,3,3,1997,United_Package,$31.29,Piccolo und mehr,Austria,Geislweg 14 Salzburg 5020 Austria,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Tofu,6,produce,40 - 100 g pkgs.,35,0,0,no,651,0
10428,9.60,20,0.00,192,192,METHCAPITALS,1,28,1997,METHDATE,2,4,1997,Speedy_Express,$11.09,Reggiani Caseifici,Italy,Strada Provinciale 124 Reggio Emilia 42100 Italy,7,King Robert,King,Robert,5,29,1960,1,2,1994,Winchester Way,London,,RG1 9SP,UK,(71) 555-5598,Winchester Way London  RG1 9SP UK,Spegesild,21,seafood,4 - 450 g glasses,95,0,0,no,912,0
10429,35.10,35,0.25,1228.5,921.375,METHCAPITALS,1,29,1997,METHDATE,2,7,1997,United_Package,$56.63,Hungry Owl All-Night Grocers,Ireland,8 Johnstown Road Cork  Ireland,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Vegie-spread,7,condiments,15 - 625 g jars,24,0,5,no,842.4,0
10430,44.00,70,0.20,3080,2464,METHCAPITALS,1,30,1997,METHDATE,2,3,1997,Speedy_Express,$458.78,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Raclette Courdavault,28,dairy_products,5 kg pkg.,79,0,0,no,3476,0
10431,7.60,30,0.25,228,171,METHCAPITALS,1,30,1997,METHDATE,2,7,1997,United_Package,$44.17,Bottom-Dollar Markets,Canada,23 Tsawassen Blvd. Tsawassen T2F 8M4 Canada,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Zaanse koeken,22,confections,10 - 4 oz boxes,36,0,0,no,273.6,0
10432,5.90,40,0.00,236,236,METHCAPITALS,1,31,1997,METHDATE,2,7,1997,United_Package,$4.34,Split Rail Beer &amp; Ale,USA,P.O. Box 555 Lander 82520 USA,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Tourtière,25,meat_poultry,16 pies,21,0,10,no,123.9,0
10433,30.40,28,0.00,851.2,851.2,METHCAPITALS,2,3,1997,METHDATE,3,4,1997,Federal_Shipping,$73.83,Princesa Isabel Vinhos,Portugal,Estrada da saúde n. 58 Lisboa 1756 Portugal,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Gnocchi di nonna Alice,26,grains_cereals,24 - 250 g pkgs.,21,10,30,no,638.4,304
10434,14.40,18,0.15,259.2,220.32,METHCAPITALS,2,3,1997,METHDATE,2,13,1997,United_Package,$17.92,Folk och fä HB,Sweden,Åkergatan 24 Bräcke S-844 67 Sweden,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Lakkalikööri,23,beverages,500 ml,57,0,20,no,820.8,0
10435,27.80,10,0.00,278,278,METHCAPITALS,2,4,1997,METHDATE,2,7,1997,United_Package,$9.21,Consolidated Holdings,UK,12  Brewery  London WX1 6LT UK,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Mozzarella di Giovanni,14,dairy_products,24 - 200 g pkgs.,14,0,0,no,389.2,0
10436,6.20,24,0.10,148.8,133.92,METHCAPITALS,2,5,1997,METHDATE,2,11,1997,United_Package,$156.66,Blondel père et fils,France,"24, place Kléber Strasbourg 67000 France",3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Rhönbräu Klosterbier,12,beverages,24 - 0.5 l bottles,125,0,25,no,775,0
10437,26.20,15,0.00,393,393,METHCAPITALS,2,5,1997,METHDATE,2,12,1997,Speedy_Express,$19.97,Wartian Herkku,Finland,Torikatu 38 Oulu 90110 Finland,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Perth Pasties,24,meat_poultry,48 pieces,0,0,0,yes,0,0
10438,15.60,15,0.20,234,187.2,METHCAPITALS,2,6,1997,METHDATE,2,14,1997,United_Package,$8.24,Toms Spezialitäten,Germany,Luisenstr. 48 Münster 44087 Germany,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Ravioli Angelo,26,grains_cereals,24 - 250 g pkgs.,36,0,20,no,561.6,0
10439,8.00,30,0.00,240,240,METHCAPITALS,2,7,1997,METHDATE,2,10,1997,Federal_Shipping,$4.07,Mère Paillarde,Canada,43 rue St. Laurent Montréal H1J 1C3 Canada,6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Longlife Tofu,4,produce,5 kg pkg.,4,20,5,no,32,160
10440,22.80,90,0.15,2052,1744.2,METHCAPITALS,2,10,1997,METHDATE,2,28,1997,United_Package,$86.53,Save-a-lot Markets,USA,187 Suffolk Ln. Boise 83720 USA,4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Sirop d'érable,29,condiments,24 - 500 ml bottles,113,0,25,no,2576.4,0
10441,35.10,50,0.00,1755,1755,METHCAPITALS,2,10,1997,METHDATE,3,14,1997,United_Package,$73.02,Old World Delicatessen,USA,2743 Bering St. Anchorage 99508 USA,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Schoggi Schokolade,11,confections,100 - 100 g pieces,49,0,30,no,1719.9,0
10442,13.60,60,0.00,816,816,METHCAPITALS,2,11,1997,METHDATE,2,18,1997,United_Package,$47.94,Ernst Handel,Austria,Kirchgasse 6 Graz 8010 Austria,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Louisiana Hot Spiced Okra,2,condiments,24 - 8 oz jars,4,100,20,no,54.4,1360
10443,36.40,12,0.00,436.8,436.8,METHCAPITALS,2,12,1997,METHDATE,2,14,1997,Speedy_Express,$13.95,Reggiani Caseifici,Italy,Strada Provinciale 124 Reggio Emilia 42100 Italy,8,Callahan Laura,Callahan,Laura,1,9,1958,3,5,1994,4726 - 11th Ave. N.E.,Seattle,WA,98105,USA,(206) 555-1189,4726 - 11th Ave. N.E. Seattle WA 98105 USA,Rössle Sauerkraut,12,produce,25 - 825 g cans,26,0,0,yes,946.4,0
10444,7.70,30,0.00,231,231,METHCAPITALS,2,12,1997,METHDATE,2,21,1997,Federal_Shipping,$3.50,Berglunds snabbköp,Sweden,Berguvsvägen  8 Luleå S-958 22 Sweden,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Jack's New England Clam Chowder,19,seafood,12 - 12 oz cans,85,0,10,no,654.5,0
10445,5.90,15,0.00,88.5,88.5,METHCAPITALS,2,13,1997,METHDATE,2,20,1997,Speedy_Express,$9.30,Berglunds snabbköp,Sweden,Berguvsvägen  8 Luleå S-958 22 Sweden,3,Leverling Janet,Leverling,Janet,8,30,1963,4,1,1992,722 Moss Bay Blvd.,Kirkland,WA,98033,USA,(206) 555-3412,722 Moss Bay Blvd. Kirkland WA 98033 USA,Tourtière,25,meat_poultry,16 pies,21,0,10,no,123.9,0
10446,5.60,15,0.10,84,75.6,METHCAPITALS,2,14,1997,METHDATE,2,19,1997,Speedy_Express,$14.68,Toms Spezialitäten,Germany,Luisenstr. 48 Münster 44087 Germany,6,Suyama Michael,Suyama,Michael,7,2,1963,10,17,1993,Miner Rd.,London,,EC2 7JR,UK,(71) 555-7773,Miner Rd. London  EC2 7JR UK,Filo Mix,24,grains_cereals,16 - 2 kg boxes,38,0,25,no,212.8,0
10447,17.20,2,0.00,34.4,34.4,METHCAPITALS,2,14,1997,METHDATE,3,7,1997,United_Package,$68.66,Ricardo Adocicados,Brazil,"Av. Copacabana, 267 Rio de Janeiro 02389-890 Brazil",4,Peacock Margaret,Peacock,Margaret,9,19,1958,5,3,1993,4110 Old Redmond Rd.,Redmond,WA,98052,USA,(206) 555-8122,4110 Old Redmond Rd. Redmond WA 98052 USA,Fløtemysost,15,dairy_products,10 - 500 g pkgs.,26,0,0,no,447.2,0
