discounttype,stor_id,lowqty,highqty,discount,stor_name,stor_address,city_x,state_x,zip_x,ord_num,ord_date,qty,payterms,title_id,title,type,pub_id,price,advance,royalty_x,ytd_sales,notes,pubdate,lorange,hirange,royalty_y,au_id,au_ord,royaltyper,au_lname,au_fname,phone,address,city_y,state_y,zip_y,contract,pub_name,city,state,country,pr_info,emp_id,fname,minit,lname,job_id,job_lvl,hire_date,job_desc,min_lvl,max_lvl
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,0.0,2000.0,10.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,ENL44273F,Elizabeth,N,Lincoln,14.0,35.0,1990-07-24 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,2001.0,4000.0,12.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,ENL44273F,Elizabeth,N,Lincoln,14.0,35.0,1990-07-24 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,4001.0,8000.0,14.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,ENL44273F,Elizabeth,N,Lincoln,14.0,35.0,1990-07-24 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,8001.0,12000.0,16.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,ENL44273F,Elizabeth,N,Lincoln,14.0,35.0,1990-07-24 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,12001.0,20000.0,18.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,ENL44273F,Elizabeth,N,Lincoln,14.0,35.0,1990-07-24 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,TQ456,1993-12-12 00:00:00,10.0,Net 60,MC2222,Silicon Valley Gastronomic Treats,mod_cook,877.0,19.99,0.0,12.0,2032.0,Favorite recipes for quick easy and elegant meals.,1991-06-09 00:00:00,20001.0,50000.0,20.0,712-45-1867,1.0,100.0,del Castillo,Innes,615 996-8275,2286 Cram Pl. #86,Ann Arbor,MI,48105.0,1.0,Binnet & Hardley,Washington,DC,USA,2.0,ENL44273F,Elizabeth,N,Lincoln,14.0,35.0,1990-07-24 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,899-46-2035,2.0,50.0,Ringer,Anne,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,0.0,1000.0,10.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,1001.0,3000.0,12.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,3001.0,5000.0,14.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,5001.0,7000.0,16.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,7001.0,10000.0,18.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,10001.0,12000.0,20.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,12001.0,14000.0,22.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7896.0,,,,Fricative Bookshop,89 Madison St.,Fremont,CA,90019.0,X999,1993-02-21 00:00:00,35.0,ON invoice,BU2075,You Can Combat Computer Stress!,business,736.0,2.99,10125.0,24.0,18722.0,The latest medical and psychological techniques for living with the electronic office. Easy-to-understand explanations.,1991-06-30 00:00:00,14001.0,50000.0,24.0,213-46-8915,1.0,100.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,722a,1994-09-13 00:00:00,3.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7066.0,,,,Barnum's,567 Pasadena Ave.,Tustin,CA,92789.0,QA7442.3,1994-09-13 00:00:00,75.0,ON invoice,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7067.0,,,,News & Brews,577 First St.,Los Gatos,CA,96745.0,D4482,1994-09-14 00:00:00,10.0,Net 60,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,KFJ64308F,Karin,F,Josephs,14.0,100.0,1992-10-17 00:00:00,Designer,25.0,100.0
